ID,Name,EWG_ID,EWG,ScoreMin,ScoreMax,Description,Cancer,Allergies,Toxicity,Restriction
I_4490,GYPSOPHILA PANICULATA ROOT EXTRACT,719369,1,1,1,"Gypsophila Paniculata Root Extract is an extract of the roots of the white saponaria, Gypsophylla paniculata.",LOW,LOW,LOW,LOW
I_4491,ORIGANUM VULGARE FLOWER EXTRACT,721190,1,1,1,"Origanum Vulgare Flower Extract is an extract of the flowering ends of the wild marjoram, Origanum vulgare.",LOW,LOW,LOW,LOW
I_4492,ORYZA SATIVA (RICE) GERM EXTRACT,721200,1,1,1,"Oryza Sativa (Rice) Germ Extract is an extract of the rice germ, Oryza sativa.",LOW,LOW,LOW,LOW
I_4493,PHENYLISOHEXANOL,722167,1,1,1,,LOW,LOW,LOW,LOW
I_4494,CARBONATE,726207,1,1,1,,LOW,LOW,LOW,LOW
I_4495,3-DIMETHYLAMINOPROPYLAMINE,726332,3,3,3,,LOW,MODERATE,LOW,LOW
I_4496,OCIMUM SANCTUM (HOLY BASIL) OIL,726657,1,1,1,,LOW,LOW,LOW,LOW
I_4497,BIS STEARYL/ETHYLENEDIAMINE/NEOPENTYL GLYCOL/STEARYL HYDROGENATED,726745,1,1,1,,LOW,LOW,LOW,LOW
I_4498,PELARGONIUM GRAVEOLENS LEAF OIL,728168,4,4,4,,LOW,HIGH,LOW,LOW
I_4499,AMBER EXTRACT,728921,1,1,1,,LOW,LOW,LOW,LOW
I_4500,BRASSICA CAMPESTRIS/ALEURITES FORDII OIL COPOLYMER,729076,1,1,1,,LOW,LOW,LOW,LOW
I_4501,PFAFFIA PANICULATA ROOT EXTRACT,730077,1,1,1,,LOW,LOW,LOW,LOW
I_4502,ROSA CENTIFOLIA ABSOLUTE,861575,1,1,1,,LOW,LOW,LOW,LOW
I_4503,BRASSICA OLERACEA ITALICA (BROCCOLI) SPROUT EXTRACT,862072,1,1,1,,LOW,LOW,LOW,LOW
I_4504,POLYACRYLATE-35,862144,1,1,1,,LOW,LOW,LOW,LOW
I_4505,IPDI/PEG-15 SOYAMINE COPOLYMER DIMER DILINOLEATE,862904,1,1,1,,LOW,LOW,LOW,LOW
I_4506,CHLAMYDOMONAS REINHARDTII EXTRACT,863034,1,1,1,,LOW,LOW,LOW,LOW
I_4507,ADENOSINE TRIPHOSPHATE,700183,1,1,1,,LOW,LOW,LOW,LOW
I_4508,CARAWAY EXTRACT,701082,3,3,3,"Carum Carvi (Caraway) Seed Extract is an extract of the seeds of the caraway, Carum carvi.",LOW,HIGH,LOW,LOW
I_4509,DOCOSAHEXAENOIC ACID,702199,1,1,1,Docosahexaenoic Acid is an unsaturated acid.,LOW,LOW,LOW,LOW
I_4510,ETHYLENE DODECANEDIOATE,702322,1,1,1,,LOW,LOW,LOW,LOW
I_4511,HYDROGENATED POLYISOBUTANE,702945,1,1,1,,LOW,LOW,LOW,LOW
I_4512,HYDROXYBENZOMORPHOLINE,719745,5,5,5,Hydroxybenzomorpholine is a heterocyclic compound.,LOW,MODERATE,LOW,MODERATE
I_4513,LACTIS PROTEINUM,703353,1,1,1,,LOW,LOW,LOW,LOW
I_4514,PALMITOYL TETRAPEPTIDE-3,704423,1,1,1,"Palmitoyl Tetrapeptide-3 is a reaction product of Palmitic Acid (q.v.) and a synthetic peptidecontaining glycine, glutamine, proline and arginine.",LOW,LOW,LOW,LOW
I_4515,PETROSELINUM CRISPUM (PARSLEY) EXTRACT,704790,1,1,1,,LOW,LOW,LOW,LOW
I_4516,ADENOSINE TRIPHOSPHATE,700183,1,1,1,,LOW,LOW,LOW,LOW
I_4517,CARAWAY EXTRACT,701082,3,3,3,"Carum Carvi (Caraway) Seed Extract is an extract of the seeds of the caraway, Carum carvi.",LOW,HIGH,LOW,LOW
I_4518,LIPASE,720370,1_2,1,2,Lipase is an enzyme that hydrolyzes triglycerides.,LOW,MODERATE,LOW,LOW
I_4519,PORIA COCOS SCLEROTIUM EXTRACT,722644,1,1,1,"Poria Cocos Sclerotium Extract is an extract of the sclerotium of the fungus, Poria cocos.",LOW,LOW,LOW,LOW
I_4520,SUCROSE TRISTEARATE,724269,1,1,1,Sucrose Tristearate is a triester of stearic acid and Sucrose (q.v.).,LOW,LOW,LOW,LOW
I_4521,VACCINIUM ANGUSTIFOLIUM (BLUEBERRY) SEED,724785,1,1,1,Vaccinium Angustifolium (Blueberry) Seed is a seed obtained from Vaccinium angustifolium.,LOW,LOW,LOW,LOW
I_4522,YEAST FERMENT EXTRACT,724880,1,1,1,Yeast Ferment Extract is an extract of the fermentation product of Saccharomyces cerevisiae.,LOW,LOW,LOW,LOW
I_4523,ACACIA ARABICA GUM,726580,1,1,1,,LOW,LOW,LOW,LOW
I_4524,HYDROXYPROPYL BIS-HYDROXYETHYLDIMONIUM CHLORIDE,726766,1,1,1,,LOW,LOW,LOW,LOW
I_4525,COFFEA ROBUSTA SEED POWDER,729243,1,1,1,,LOW,LOW,LOW,LOW
I_4526,PHENYL PROPYL POLYSILSESQUIOXANE,730093,1,1,1,,LOW,LOW,LOW,LOW
I_4527,POLYGLYCERYL-3 DICITRATE/STEARATE,862067,1,1,1,,LOW,LOW,LOW,LOW
I_4528,RHAPONTICUM CARTHAMOIDES (MARAL) ROOT EXTRACT,862386,1,1,1,,LOW,LOW,LOW,LOW
I_4529,STRELITZIA NICOLAI (WHITE BIRD OF PARADISE) SEED ARIL EXTRACT,862450,4,4,4,,LOW,LOW,LOW,LOW
I_4530,HYDROGENATED ACETOPHENONE/OXYMETHYLENE COPOLYMER,862590,1,1,1,,LOW,LOW,LOW,LOW
I_4531,BEHENYL DIMETHICONE/BIS-VINYLDIMETHICONE CROSSPOLYMER,862901,1,1,1,,LOW,LOW,LOW,LOW
I_4532,HYDROLYZED PEA PROTEIN PG-PROPYL SILANETRIOL,862905,1,1,1,,LOW,LOW,LOW,LOW
I_4533,ARGANIA SPINOSA SHELL POWDER,862961,1,1,1,,LOW,LOW,LOW,LOW
I_4534,1-METHYL-HYDANTOIN-2-IMIDE,700009,1,1,1,,LOW,LOW,LOW,LOW
I_4535,ALCHEMILLA VULGARIS (LADY&#39;S MANTLE) LEAF EXTRACT,700212,1,1,1,,LOW,LOW,LOW,LOW
I_4536,ANIGOZANTHOS FLAVIDUS (KANGAROO PAW) LEAF/FLOWER EXTRACT,700431,1,1,1,"Anigozanthos Flavidus Flower Extract is an extract of the flowers and leaves of the kangaroopaw, Anigozanthos flavidus.",LOW,LOW,LOW,LOW
I_4537,BIS PG-AMODIMETHICONE,700755,1,1,1,,LOW,LOW,LOW,LOW
I_4538,DIPENTAERYTHRITYL HEXACAPRATE/ HEXACAPRYLATE,702105,1,1,1,,LOW,LOW,LOW,LOW
I_4539,EICOSAPENTAENOIC ACID,702236,1,1,1,Eicosapentaenoic Acid is an unsaturated acid.,LOW,LOW,LOW,LOW
I_4540,MACROCYSTIS PYRIFERA (KELP),703673,1,1,1,"Macrocystis Pyrifera (Kelp) is a marine product recovered from the giant Pacific kelp, Macrocystis pyriferae.",LOW,LOW,LOW,LOW
I_4541,METHYL BENZOATE,703888,1,1,1,Methyl Benzoate is an ester of methyl alcohol and benzoic acid.,LOW,LOW,LOW,LOW
I_4542,MIMOSA TENUIFLORA (MIMOSA) LEAF EXTRACT,703975,1,1,1,"Mimosa Tenuiflora Leaf Extract is an extract of the leaves of the mimosa, Mimosa tenuiflora.",LOW,LOW,LOW,LOW
I_4543,PHOSPHONIC ACID,704835,1,1,1,,LOW,LOW,LOW,LOW
I_4544,POLYLYSINE,705063,1,1,1,Polylysine is a polyamide.,LOW,LOW,LOW,LOW
I_4545,SESAMUM INDICUM (SESAME),705887,1,1,1,,LOW,LOW,LOW,LOW
I_4546,SOYAETHYL MORPHOLINIUM ETHOSULFATE,706243,4,4,4,Soyethyl Morpholinium Ethosulfate is a quaternary ammonium salt.,LOW,HIGH,LOW,LOW
I_4547,TRIGONELLA FOENUM-GRAECUM (FENUGREEK),706659,1,1,1,,LOW,LOW,LOW,LOW
I_4548,TRITICUM VULGARE (WHEAT) GLUTEN,706734,1_2,1,2,"Triticum Vulgare (Wheat) Gluten is a protein substance which is intermixed with the starchportion in the endosperm of the wheat, Triticum vulgare.",LOW,MODERATE,LOW,LOW
I_4549,VIOLA TRICOLOR (HEARTSEASE) FLOWER EXTRACT,706885,1,1,1,,LOW,LOW,LOW,LOW
I_4550,CI 77120,717846,2,2,2,CI 77120 is classed chemically as an inorganic color.,LOW,LOW,LOW,LOW
I_4551,GLYCERETH-25 PCA ISOSTEARATE,719214,1,1,1,Glycereth-25 PCA Isostearate is an ester of a mixture of isostearic acid and PCA (q.v.) with apolyethylene glycol ether of glycerin containing an average of 25 moles of ethylene oxide.,LOW,LOW,LOW,LOW
I_4552,HYDROLYZED CICER SEED EXTRACT,719668,1,1,1,"Hydrolyzed Cicer Seed Extract is a hydrolysate of an extract of the seeds of Cicer arietinumderived by acid, enzyme, or other method of hydrolysis.",LOW,LOW,LOW,LOW
I_4553,PTERIA MARGARITIFERA (MOTHER OF PEARL),720786,1,1,1,Mother of Pearl is a mineral consisting chiefly of calcium carbonate.,LOW,LOW,LOW,LOW
I_4554,POLYGLYCERYL-6 PENTAOLEATE,722524,1,1,1,Polyglyceryl-6 Pentaoleate is a pentaester of oleic acid and Polyglycerin-6 (q.v.).,LOW,LOW,LOW,LOW
I_4555,RHUS GLABRA (SUMAC) EXTRACT,723281,1,1,1,"Rhus Glabra (Sumac) Extract is an extract of the bark, roots and berries of the sumac, Rhusglabra.",LOW,LOW,LOW,LOW
I_4556,SOLANUM PANICULATUM EXTRACT,729828,1,1,1,,LOW,LOW,LOW,LOW
I_4557,POLYACRYLATE-14,729834,1,1,1,,LOW,LOW,LOW,LOW
I_4558,SARGASSUM FULVELLUM EXTRACT,862421,4,4,4,,LOW,LOW,LOW,LOW
I_4559,DISODIUM ACETYL GLUCOSAMINE PHOSPHATE,862426,4,4,4,,LOW,LOW,LOW,LOW
I_4560,BALANITES AEGYPTIACA LEAF EXTRACT,862528,1,1,1,,LOW,LOW,LOW,LOW
I_4561,CENTELLA ASIATICA MERISTEM CELL CULTURE,862953,1,1,1,,LOW,LOW,LOW,LOW
I_4562,BACOPA MONNIERA (WATER HYSSOP) EXTRACT,700613,1,1,1,"Bacopa Monniera Extract is an extract of the plant, Bacopa monniera.",LOW,LOW,LOW,LOW
I_4563,BRASSICA JUNCEA (BROWN MUSTARD) EXTRACT,700821,1,1,1,"Brassica Juncea (Brown Mustard) Seed Extract is an extract of the seeds of the brownmustard, Brassica juncea.",LOW,LOW,LOW,LOW
I_4564,IRON,703146,1,1,1,,LOW,LOW,LOW,LOW
I_4565,LAVANDULA LATIFOLIA (SPIKE LAVENDER) OIL,703498,1,1,1,,LOW,LOW,LOW,LOW
I_4566,ORANGE FLOWER,704313,1,1,1,,LOW,LOW,LOW,LOW
I_4567,PHYLLANTHUS EMBLICA (INDIAN GOOSEBERRY) EXTRACT,704842,1,1,1,"Phyllanthus Emblica Extract is an extract of the herb, Phyllanthus emblica.",LOW,LOW,LOW,LOW
I_4568,POLYGLYCERYL-5 LAURATE,705038,1,1,1,Polyglyceryl-5 Laurate is an ester of lauric acid and a glycerin polymer containing an averageof 5 glycerin units.,LOW,LOW,LOW,LOW
I_4569,PPG-11 STEARYL ETHER,705241,1,1,1,PPG-11 Stearyl Ether is a polypropylene glycol ether of stearyl alcohol.,LOW,LOW,LOW,LOW
I_4570,SESQUIOLEATE,705893,1,1,1,,LOW,LOW,LOW,LOW
I_4571,SUBTILISIN,706360,1_4,1,4,Subtilisin is an enzyme obtained by fermentation of Bacillus subtilisor Bacillus licheniformis.,LOW,MODERATE,LOW,LOW
I_4572,TEA COCOYL GLUTAMATE,706461,1_2,1,2,TEA-Cocoyl Glutamate is a triethanolamine salt of the coconut acid amide of glutamic acid.,LOW,LOW,LOW,MODERATE
I_4573,TOCOPHEROL NICOTINATE,706566,1,1,1,,LOW,LOW,LOW,LOW
I_4574,URTICA DIOICA (NETTLE) INFUSION,706797,1,1,1,,LOW,LOW,LOW,LOW
I_4575,GLYCERETH-17 COCOATE,719207,1,1,1,Glycereth-17 Cocoate is an ester of coconut acid and a polyethylene glycol ether of glycerincontaining an average of 17 moles of ethylene oxide.,LOW,LOW,LOW,LOW
I_4576,MIRABILIS JALAPA EXTRACT MIRABILIS JALAPA EXTRACT,720748,1,1,1,Mirabilis Jalapa Extract is an extract of the aerial parts of Mirabilis jalapa.,LOW,LOW,LOW,LOW
I_4577,MORINDA CITRIFOLIA FRUIT POWDER,720774,1,1,1,Morinda Citrifolia Fruit Powder is a dried powder obtained from the fruit of Morinda citrifolia.,LOW,LOW,LOW,LOW
I_4578,CI 45425 (D&C Orange No. 10 & D&C Orange No. 11),721175,4,4,4,Orange 10 is classed chemically as a fluoran color.,LOW,LOW,LOW,HIGH
I_4579,FAGUS SYLVATICA BUD EXTRACT,725044,1,1,1,,LOW,LOW,LOW,LOW
I_4580,GLYCERYL LAURYL ETHER,726769,1,1,1,,LOW,LOW,LOW,LOW
I_4581,FUSEL WHEAT BRAN/STRAW GLYCOSIDES,861842,1,1,1,,LOW,LOW,LOW,LOW
I_4582,LACTOBACILLUS/CAPSICUM FRUTESCENS FRUIT FERMENT EXTRACT,862899,1,1,1,,LOW,LOW,LOW,LOW
I_4583,7-DEHYDROCHOLESTEROL,700052,1,1,1,7-Dehydrocholesterol is a derivative of cholesterol.,LOW,LOW,LOW,LOW
I_4584,AESCULUS HIPPOCASTANUM (HORSE CHESTNUT),700188,1,1,1,,LOW,LOW,LOW,LOW
I_4585,AVENA SATIVA (OAT) MILK,700587,1,1,1,,LOW,LOW,LOW,LOW
I_4586,BIS-DIGLYCERYL POLYACYADIPATE-S,700757,1,1,1,,LOW,LOW,LOW,LOW
I_4587,CHOCOLATE,701328,1,1,1,,LOW,LOW,LOW,LOW
I_4588,HYDROLYZED SWEET ALMOND PROTEIN,703025,1,1,1,"Hydrolyzed Sweet Almond Protein is a hydrolysate of sweet almond protein derived by acid, enzyme or other method of hydrolysis.",LOW,LOW,LOW,LOW
I_4589,JUGLANS REGIA (PERSIAN WALNUT) SHELL EXTRACT,703288,1,1,1,"Juglans Regia (Walnut) Shell Extract is an extract of the husks and shells of the walnut, Juglans regia.",LOW,LOW,LOW,LOW
I_4590,LINUM USITATISSIMUM (FLAX) ACID,703580,1,1,1,Linseed Acid is a mixture of fatty acids derived from Linum Usitatissimum (Linseed) Oil(q.v.).,LOW,LOW,LOW,LOW
I_4591,NUTMEG POWDER,704158,1,1,1,,LOW,LOW,LOW,LOW
I_4592,YUCCA VERA (YUCCA) EXTRACT,707033,1,1,1,"Yucca Vera Extract is an extract of the leaves and roots of the yucca, Yucca vera.",LOW,LOW,LOW,LOW
I_4593,APIUM GRAVEOLENS,716737,1,1,1,,LOW,LOW,LOW,LOW
I_4594,BORNANEDIONE,717028,1,1,1,,LOW,LOW,LOW,LOW
I_4595,CETETH-25,717599,1_3,1,3,Ceteth-25 is a polyethylene glycol ether of Cetyl Alcohol (q.v.).,LOW,LOW,LOW,LOW
I_4596,DIMETHYL PALMITAMINE,718581,1_3,1,3,Dimethyl Palmitamine is a tertiary aliphatic amine.,LOW,LOW,LOW,MODERATE
I_4597,HYDROGENATED RAPESEED ALCOHOL,719620,1,1,1,Hydrogenated Rapeseed Alcohol is an end-product of the controlled hydrogenation ofrapeseed alcohol.,LOW,LOW,LOW,LOW
I_4598,PENTANE,704747,1_2,1,2,Pentane is an aliphatic hydrocarbon.,LOW,LOW,LOW,LOW
I_4599,POLYURETHANE-1,705153,1,1,1,"Polyurethane-1 is a copolymer consisting of isophthalic acid, adipic acid, hexylene glycol, neopentyl glycol, dimethylolpropanoic acid, and isophorone diisocyanate monomers.",LOW,LOW,LOW,LOW
I_4600,SACCHAROMYCES/ LYSATE,705727,1,1,1,Saccharomyces Lysate is an end product of the controlled lysis of various species of Saccharomyces.,LOW,LOW,LOW,LOW
I_4601,PEG-26-PPG-30 PHOSPHATE,721617,3,3,3,PEG-26-PPG-30 Phosphate is a copolymer of polyoxyethylene and polyoxypropyleneterminated with polyphosphoric acid and containing an average of 26 moles of ethylene oxide and 30moles of propylene oxide.,LOW,LOW,LOW,LOW
I_4602,SHINANOKI EKISU,723537,1,1,1,Shinanoki Ekisu is an extract of the flowers and leaves of,LOW,LOW,LOW,LOW
I_4603,SUCROSE DILAURATE,724253,1,1,1,Sucrose Dilaurate is a diester of lauric acid and Sucrose (q.v.).,LOW,LOW,LOW,LOW
I_4604,TRIDECETH-7,724606,1,1,1,Trideceth-7 is a polyethylene glycol ether of Tridecyl Alcohol (q.v.).,LOW,LOW,LOW,LOW
I_4605,UNDECYLENOYL PHENYLALANINE,724763,1,1,1,Undecylenoyl Phenylalanine is a substituted amino acid.,LOW,LOW,LOW,LOW
I_4606,ZANTHOXYLUM PIPERITUM PEEL EXTRACT,724904,1,1,1,Zanthoxylum Piperitum Peel Extract is an extract of the peels of Zanthoxylum piperitum.,LOW,LOW,LOW,LOW
I_4607,PLANTAIN LEAF,725029,1,1,1,,LOW,LOW,LOW,LOW
I_4608,VETIVERIA ZIZANIOIDES ROOT EXTRACT,728742,1,1,1,,LOW,LOW,LOW,LOW
I_4609,SAFFLOWER GLUCOSIDE,730182,1,1,1,,LOW,LOW,LOW,LOW
I_4610,"Propanedioic acid, 1-(3,3-dimethylcyclohexyl)ethyl ethyl ester",861470,1,1,1,,LOW,LOW,LOW,LOW
I_4611,ETHYL METHICONE,861730,1,1,1,,LOW,LOW,LOW,LOW
I_4612,BUDDLEJA DAVIDII CELL CULTURE,861791,1,1,1,,LOW,LOW,LOW,LOW
I_4613,2-O-ETHYL ASCORBIC ACID,862551,1,1,1,,LOW,LOW,LOW,LOW
I_4614,DIPTERYX ODORATA (CUMARU) SEED OIL,862948,1,1,1,,LOW,LOW,LOW,LOW
I_4615,ACRYLATES/ CARBAMATE COPOLYMER,700145,1,1,1,"Acrylates/Carbamate Copolymer is a copolymer of carbamate and one or more monomers ofacrylic acid, methacrylic acid or one of their simple esters.",LOW,LOW,LOW,LOW
I_4616,BORAGO OFFICINALIS (BORAGE) SEED EXTRACT,700794,1,1,1,Borago Officinalis Seed Extract is an extract of the seeds of Borago officinalis.,LOW,LOW,LOW,LOW
I_4617,C18-36 ACID GLYCOL ESTER,700918,1,1,1,C18-36 Acid Glycol Ester is an ester of ethylene glycol and C18-36 Acid (q.v.).,LOW,LOW,LOW,LOW
I_4618,CENTAURIUM ERYTHRAEA (CENTAURY) EXTRACT,701194,1,1,1,"Centaurium Erythraea Extract is an extract of the herb of the centaury, Centaurium erythraea.",LOW,LOW,LOW,LOW
I_4619,GLYCERYL TRIACETYL HYDROXYSTEARATE,702661,1,1,1,Glyceryl Triacetyl Hydroxystearate is a triester of glycerin and acetyl hydroxystearic acid.,LOW,LOW,LOW,LOW
I_4620,GLYCINE SOJA (SOYBEAN) ISOFLAVONOIDS,702674,1,1,1,,LOW,LOW,LOW,LOW
I_4621,ISOSTEARYL ETHYLIMIDAZOLINIUM ETHOSULFATE,703234,4,4,4,Isostearyl Ethylimidazolinium Ethosulfate is a quaternary ammonium salt.,LOW,HIGH,LOW,LOW
I_4622,L-CARNITINE HYDROCHLORIDE,703333,1,1,1,,LOW,LOW,LOW,LOW
I_4623,LAURYL POLYGLUCOSE,703459,2,2,2,,LOW,LOW,LOW,LOW
I_4624,LUPINUS ALBUS (WHITE LUPIN) SEED OIL,703633,1,1,1,"Lupinus Albus Seed Oil is a fixed oil expressed from the seeds of the lupin, Lupinus albus.",LOW,LOW,LOW,LOW
I_4625,METHOXYPROPYL GLUCONAMIDE,703883,1,1,1,,LOW,LOW,LOW,LOW
I_4626,MYRISTYOLPENTAPEPTIDES,704071,1,1,1,,LOW,LOW,LOW,LOW
I_4627,PEG-4 MONTANATE,704589,3,3,3,PEG-4 Montanate is a polyethylene glycol ester of Montan Acid Wax (q.v.) with an averageof 4 moles of ethylene oxide.,LOW,LOW,LOW,LOW
I_4628,POLYSILICONE-9,705132,1,1,1,Polysilicone-9 is a siloxane polymer.,LOW,LOW,LOW,LOW
I_4629,PPG-25-LAURETH-25,705264,1_3,1,3,"PPG-25-Laureth-25 is a polyoxypropylene, polyoxyethylene ether of Lauryl Alcohol (q.v.).",LOW,LOW,LOW,LOW
I_4630,ROSE PETAL EXTRACT,705636,3,3,3,,LOW,HIGH,LOW,LOW
I_4631,ARGAN OIL POLYGLYCERYL-6 ESTERS,716762,1,1,1,Argan Oil Polyglyceryl-6 Esters is a product obtained by the transesterification of ArganiaSpinosa Kernel Oil (q.v.) and Polyglycerin-6 (q.v.).,LOW,LOW,LOW,LOW
I_4632,HYDROXYPROPYL METHYLCELLULOSE STEAROXY ETHER,719814,1,1,1,Hydroxypropyl Methylcellulose Stearoxy Ether is a reaction product of stearyl glycidyl etherand Hydroxypropyl Methylcellulose (q.v.).,LOW,LOW,LOW,LOW
I_4633,LAURETH-6 CARBOXYLIC ACID,720258,2,2,2,Laureth-6 Carboxylic Acid is an organic acid.,LOW,LOW,LOW,LOW
I_4634,POLYGLYCERYL-10 TETRAOLEATE,722446,1,1,1,Polyglyceryl-10 Tetraoleate is a tetraester of oleic acid and Polyglycerin-10 (q.v.).,LOW,LOW,LOW,LOW
I_4635,POLYGONUM FAGOPYRUM SEED EXTRACT,722540,1,1,1,Polygonum Fagopyrum Seed Extract is an extract of the seeds of Polygonum fagopyrum.,LOW,LOW,LOW,LOW
I_4636,PPG-30,722925,1,1,1,PPG-30 is a polymer of propylene oxide.,LOW,LOW,LOW,LOW
I_4637,SODIUM MALATE,723816,1_2,1,2,Sodium Malate is a sodium salt of Malic Acid (q.v.).,LOW,LOW,LOW,MODERATE
I_4638,TETRAPEPTIDE-1,724479,1,1,1,"Tetrapeptide-1 is a synthetic peptide containing these four amino acid residues: leucine, proline, threonine, and valine.",LOW,LOW,LOW,LOW
I_4639,ACRYLONITRILE/METHACRYLONITRILE/METHYL METHACRYLATE COPOLYMER,725120,1,1,1,,LOW,LOW,LOW,LOW
I_4640,FUCUS SPIRALIS EXTRACT,725531,1,1,1,,LOW,LOW,LOW,LOW
I_4641,ILEX PARAGUARIENSIS (MATE) EXTRACT,726444,1,1,1,,LOW,LOW,LOW,LOW
I_4642,LAPSANA COMMUNIS EXTRACT,726806,1,1,1,,LOW,LOW,LOW,LOW
I_4643,ACACIA VICTORIAE FRUIT EXTRACT,728901,1,1,1,,LOW,LOW,LOW,LOW
I_4644,RHEUM RHAPONTICUM ROOT EXTRACT,730063,1,1,1,,LOW,LOW,LOW,LOW
I_4645,CALCIUM KETOGLUCONATE,862124,1,1,1,,LOW,LOW,LOW,LOW
I_4646,SODIUM SUNFLOWERATE,862621,1,1,1,,LOW,LOW,LOW,LOW
I_4647,Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde,862834,1,1,1,,LOW,LOW,LOW,LOW
I_4648,CENTAUREA CYANUS (CORNFLOWER) FLOWER,701670,1,1,1,"Centaurea Cyanus Flower is a plant material derived from the dried flowers of the cornflower, Centaurea cyanus.",LOW,LOW,LOW,LOW
I_4649,FLORALOZONE,702481,1,1,1,,LOW,LOW,LOW,LOW
I_4650,HELICHRYSUM ITALICUM (EVERLASTING) FLOWER EXTRACT,702817,1,1,1,,LOW,LOW,LOW,LOW
I_4651,HYDROLYZED HAIR KERATIN,702993,3,3,3,"Hydrolyzed Hair Keratin is a hydrolysate of human hair keratin derived by acid, enzyme orother method of hydrolysis.",LOW,LOW,LOW,HIGH
I_4652,STEAROYL,706318,1,1,1,,LOW,LOW,LOW,LOW
I_4653,VETIVERIA ZIZANIOIDES (VETIVER),706870,1,1,1,,LOW,LOW,LOW,LOW
I_4654,CANARIUM COMMUNE (ELEMI) GUM OIL,717403,1,1,1,Canarium Commune Gum Oil is a volatile oil obtained from the gum of Canarium commune.,LOW,LOW,LOW,LOW
I_4655,CISTUS LADANIFERUS RESIN,717890,1,1,1,"Cistus Ladaniferus Resin is a plant material derived from the resinous exudate of thelabdanum, Cistus ladaniferus.",LOW,LOW,LOW,LOW
I_4656,SILICATE,705922,1,1,1,,LOW,LOW,LOW,LOW
I_4657,STEAROYL,706318,1,1,1,,LOW,LOW,LOW,LOW
I_4658,VETIVERIA ZIZANIOIDES (VETIVER),706870,1,1,1,,LOW,LOW,LOW,LOW
I_4659,CANARIUM COMMUNE (ELEMI) GUM OIL,717403,1,1,1,Canarium Commune Gum Oil is a volatile oil obtained from the gum of Canarium commune.,LOW,LOW,LOW,LOW
I_4660,CISTUS LADANIFERUS RESIN,717890,1,1,1,"Cistus Ladaniferus Resin is a plant material derived from the resinous exudate of thelabdanum, Cistus ladaniferus.",LOW,LOW,LOW,LOW
I_4661,LARD,720206,1,1,1,Lard is a purified fat obtained from the abdomen of the hog.,LOW,LOW,LOW,LOW
I_4662,PEG-14,721430,3,3,3,PEG-14 is a polymer of ethylene oxide.,LOW,LOW,LOW,LOW
I_4663,TRIPHENYL TRIMETHICONE,724695,1,1,1,Triphenyl Trimethicone is a siloxane polymer.,LOW,LOW,LOW,LOW
I_4664,WITHANIA SOMNIFERA FLOWER EXTRACT,724867,1,1,1,Withania Somnifera Flower Extract is an extract of the flowers of Withania somniferum.,LOW,LOW,LOW,LOW
I_4665,PRUNUS ARMENIACA (APRICOT) KERNEL,725195,1,1,1,,LOW,LOW,LOW,LOW
I_4666,SYMPHYTUM OFFICINALE (COMFREY) INFUSION,726554,4,4,4,,MODERATE,LOW,LOW,LOW
I_4667,ACRONYCHIA ACIDULA FRUIT EXTRACT,728903,1,1,1,,LOW,LOW,LOW,LOW
I_4668,BEE VENOM,729056,6,6,6,,LOW,HIGH,LOW,LOW
I_4669,CATALPA OVATA BARK/LEAF EXTRACT,729113,1,1,1,,LOW,LOW,LOW,LOW
I_4670,PEG/PPG-17/4 DIMETHYL ETHER,729583,1_3,1,3,,LOW,LOW,LOW,LOW
I_4671,SODIUM COCOYL HYDROLYZED AMARANTH PROTEIN,732204,1,1,1,,LOW,LOW,LOW,LOW
I_4672,"Styrax benzoin, ext.",861518,1,1,1,,LOW,LOW,LOW,LOW
I_4673,HYDROGENATED SOY POLYGYLCERIDES,861907,1,1,1,,LOW,LOW,LOW,LOW
I_4674,HYDROLYZED SWEET ALMOND SEEDCAKE,861936,1,1,1,,LOW,LOW,LOW,LOW
I_4675,HYDROLYZED AMARANTH PROTEIN,861956,1,1,1,,LOW,LOW,LOW,LOW
I_4676,MAURITIA VINIFERA (BURITI) FRUIT OIL,862030,1,1,1,,LOW,LOW,LOW,LOW
I_4677,GINSENG LEAVES,862060,1,1,1,,LOW,LOW,LOW,LOW
I_4678,PHYTELEPHAS AEQUATORIALIS SEED POWDER,862604,1,1,1,,LOW,LOW,LOW,LOW
I_4679,ASCORBIC ACID POLYPEPTIDE,700545,1,1,1,Ascorbic Acid Polypeptide is a reaction product of ascorbic acid and hydrolyzed protein.,LOW,LOW,LOW,LOW
I_4680,ASPARAGUS OFFICINALIS (ASPARAGUS) ROOT EXTRACT,700565,1,1,1,"Asparagus Officinalis Root Extract is an extract of the roots of the asparagus, Asparagusofficinalis.",LOW,LOW,LOW,LOW
I_4681,CETEARYL STEARATE,701248,1,1,1,Cetearyl Stearate is an ester of Cetearyl Alcohol (q.v.) and stearic acid.,LOW,LOW,LOW,LOW
I_4682,COCONUT DERIVED WAXES,701555,1,1,1,,LOW,LOW,LOW,LOW
I_4683,D&C Brown No. 1 (CI 20170),701772,4,4,4,Brown 1 is classed chemically as a disazo color.,LOW,LOW,LOW,HIGH
I_4684,DNA,702198,1,1,1,DNA is a polynucleotide found in the chromosomes of cell nuclei.,LOW,LOW,LOW,LOW
